link_id,application_name,source_screen_id,source_element_id,target_screen_id,participant_id,rating
15,shaeds,407:6491,407:6494,407:6430,32,1
15,shaeds,407:6491,407:6494,407:6430,33,2
15,shaeds,407:6491,407:6494,407:6430,34,2
15,shaeds,407:6491,407:6494,407:6430,35,2
15,shaeds,407:6491,407:6494,407:6430,36,1
16,shaeds,407:6430,407:6438,407:6472,1,3
16,shaeds,407:6430,407:6438,407:6472,2,5
16,shaeds,407:6430,407:6438,407:6472,3,2
16,shaeds,407:6430,407:6438,407:6472,4,2
16,shaeds,407:6430,407:6438,407:6472,5,1
16,shaeds,407:6430,407:6438,407:6472,6,2
16,shaeds,407:6430,407:6438,407:6472,7,2
16,shaeds,407:6430,407:6438,407:6472,8,5
16,shaeds,407:6430,407:6438,407:6472,9,2
16,shaeds,407:6430,407:6438,407:6472,10,4
16,shaeds,407:6430,407:6438,407:6472,11,4
16,shaeds,407:6430,407:6438,407:6472,12,5
16,shaeds,407:6430,407:6438,407:6472,13,3
16,shaeds,407:6430,407:6438,407:6472,14,5
16,shaeds,407:6430,407:6438,407:6472,15,1
16,shaeds,407:6430,407:6438,407:6472,16,3
16,shaeds,407:6430,407:6438,407:6472,17,5
16,shaeds,407:6430,407:6438,407:6472,18,1
16,shaeds,407:6430,407:6438,407:6472,19,4
16,shaeds,407:6430,407:6438,407:6472,20,4
16,shaeds,407:6430,407:6438,407:6472,21,1
16,shaeds,407:6430,407:6438,407:6472,22,5
16,shaeds,407:6430,407:6438,407:6472,23,5
16,shaeds,407:6430,407:6438,407:6472,24,4
16,shaeds,407:6430,407:6438,407:6472,25,5
16,shaeds,407:6430,407:6438,407:6472,26,5
16,shaeds,407:6430,407:6438,407:6472,27,4
16,shaeds,407:6430,407:6438,407:6472,28,5
16,shaeds,407:6430,407:6438,407:6472,29,3
16,shaeds,407:6430,407:6438,407:6472,30,5
16,shaeds,407:6430,407:6438,407:6472,31,4
16,shaeds,407:6430,407:6438,407:6472,32,4
16,shaeds,407:6430,407:6438,407:6472,33,1
16,shaeds,407:6430,407:6438,407:6472,34,5
16,shaeds,407:6430,407:6438,407:6472,35,4
16,shaeds,407:6430,407:6438,407:6472,36,1
17,shaeds,407:6491,407:6511,407:6430,1,1
17,shaeds,407:6491,407:6511,407:6430,2,1
17,shaeds,407:6491,407:6511,407:6430,3,1
17,shaeds,407:6491,407:6511,407:6430,4,1
17,shaeds,407:6491,407:6511,407:6430,5,1
17,shaeds,407:6491,407:6511,407:6430,6,1
17,shaeds,407:6491,407:6511,407:6430,7,1
17,shaeds,407:6491,407:6511,407:6430,8,1
17,shaeds,407:6491,407:6511,407:6430,9,4
17,shaeds,407:6491,407:6511,407:6430,10,1
17,shaeds,407:6491,407:6511,407:6430,11,1
17,shaeds,407:6491,407:6511,407:6430,12,3
17,shaeds,407:6491,407:6511,407:6430,13,1
17,shaeds,407:6491,407:6511,407:6430,14,1
17,shaeds,407:6491,407:6511,407:6430,15,5
17,shaeds,407:6491,407:6511,407:6430,16,1
17,shaeds,407:6491,407:6511,407:6430,17,5
17,shaeds,407:6491,407:6511,407:6430,18,1
17,shaeds,407:6491,407:6511,407:6430,19,1
17,shaeds,407:6491,407:6511,407:6430,20,4
17,shaeds,407:6491,407:6511,407:6430,21,1
17,shaeds,407:6491,407:6511,407:6430,22,1
17,shaeds,407:6491,407:6511,407:6430,23,1
17,shaeds,407:6491,407:6511,407:6430,24,1
17,shaeds,407:6491,407:6511,407:6430,25,1
17,shaeds,407:6491,407:6511,407:6430,26,1
17,shaeds,407:6491,407:6511,407:6430,27,3
17,shaeds,407:6491,407:6511,407:6430,28,1
17,shaeds,407:6491,407:6511,407:6430,29,1
17,shaeds,407:6491,407:6511,407:6430,30,2
17,shaeds,407:6491,407:6511,407:6430,31,1
17,shaeds,407:6491,407:6511,407:6430,32,1
17,shaeds,407:6491,407:6511,407:6430,33,1
17,shaeds,407:6491,407:6511,407:6430,34,1
17,shaeds,407:6491,407:6511,407:6430,35,2
17,shaeds,407:6491,407:6511,407:6430,36,1
18,shaeds,407:6491,407:6497,407:6513,1,2
18,shaeds,407:6491,407:6497,407:6513,2,1
18,shaeds,407:6491,407:6497,407:6513,3,1
18,shaeds,407:6491,407:6497,407:6513,4,1
18,shaeds,407:6491,407:6497,407:6513,5,3
18,shaeds,407:6491,407:6497,407:6513,6,2
18,shaeds,407:6491,407:6497,407:6513,7,1
18,shaeds,407:6491,407:6497,407:6513,8,3
18,shaeds,407:6491,407:6497,407:6513,9,2
18,shaeds,407:6491,407:6497,407:6513,10,1
18,shaeds,407:6491,407:6497,407:6513,11,1
18,shaeds,407:6491,407:6497,407:6513,12,2
18,shaeds,407:6491,407:6497,407:6513,13,2
18,shaeds,407:6491,407:6497,407:6513,14,1
18,shaeds,407:6491,407:6497,407:6513,15,2
18,shaeds,407:6491,407:6497,407:6513,16,2
18,shaeds,407:6491,407:6497,407:6513,17,1
18,shaeds,407:6491,407:6497,407:6513,18,5
18,shaeds,407:6491,407:6497,407:6513,19,3
18,shaeds,407:6491,407:6497,407:6513,20,4
18,shaeds,407:6491,407:6497,407:6513,21,3
18,shaeds,407:6491,407:6497,407:6513,22,2
18,shaeds,407:6491,407:6497,407:6513,23,2
18,shaeds,407:6491,407:6497,407:6513,24,2
18,shaeds,407:6491,407:6497,407:6513,25,5
18,shaeds,407:6491,407:6497,407:6513,26,1
18,shaeds,407:6491,407:6497,407:6513,27,1
18,shaeds,407:6491,407:6497,407:6513,28,4
18,shaeds,407:6491,407:6497,407:6513,29,1
18,shaeds,407:6491,407:6497,407:6513,30,3
18,shaeds,407:6491,407:6497,407:6513,31,3
18,shaeds,407:6491,407:6497,407:6513,32,3
18,shaeds,407:6491,407:6497,407:6513,33,5
18,shaeds,407:6491,407:6497,407:6513,34,1
18,shaeds,407:6491,407:6497,407:6513,35,1
18,shaeds,407:6491,407:6497,407:6513,36,1
19,shaeds,407:6472,407:6482,407:6491,1,4
19,shaeds,407:6472,407:6482,407:6491,2,5
19,shaeds,407:6472,407:6482,407:6491,3,1
19,shaeds,407:6472,407:6482,407:6491,4,5
19,shaeds,407:6472,407:6482,407:6491,5,3
19,shaeds,407:6472,407:6482,407:6491,6,3
19,shaeds,407:6472,407:6482,407:6491,7,5
19,shaeds,407:6472,407:6482,407:6491,8,5
19,shaeds,407:6472,407:6482,407:6491,9,4
19,shaeds,407:6472,407:6482,407:6491,10,4
19,shaeds,407:6472,407:6482,407:6491,11,1
19,shaeds,407:6472,407:6482,407:6491,12,2
19,shaeds,407:6472,407:6482,407:6491,13,5
19,shaeds,407:6472,407:6482,407:6491,14,3
19,shaeds,407:6472,407:6482,407:6491,15,1
19,shaeds,407:6472,407:6482,407:6491,16,4
19,shaeds,407:6472,407:6482,407:6491,17,4
19,shaeds,407:6472,407:6482,407:6491,18,1
19,shaeds,407:6472,407:6482,407:6491,19,4
19,shaeds,407:6472,407:6482,407:6491,20,5
19,shaeds,407:6472,407:6482,407:6491,21,4
19,shaeds,407:6472,407:6482,407:6491,22,4
19,shaeds,407:6472,407:6482,407:6491,23,4
19,shaeds,407:6472,407:6482,407:6491,24,5
19,shaeds,407:6472,407:6482,407:6491,25,5
19,shaeds,407:6472,407:6482,407:6491,26,5
19,shaeds,407:6472,407:6482,407:6491,27,4
19,shaeds,407:6472,407:6482,407:6491,28,1
19,shaeds,407:6472,407:6482,407:6491,29,5
19,shaeds,407:6472,407:6482,407:6491,30,1
19,shaeds,407:6472,407:6482,407:6491,31,5
19,shaeds,407:6472,407:6482,407:6491,32,3
19,shaeds,407:6472,407:6482,407:6491,33,3
19,shaeds,407:6472,407:6482,407:6491,34,5
19,shaeds,407:6472,407:6482,407:6491,35,2
19,shaeds,407:6472,407:6482,407:6491,36,1
20,shaeds,407:6430,407:6453,407:6513,1,1
20,shaeds,407:6430,407:6453,407:6513,2,1
20,shaeds,407:6430,407:6453,407:6513,3,1
20,shaeds,407:6430,407:6453,407:6513,4,1
20,shaeds,407:6430,407:6453,407:6513,5,1
20,shaeds,407:6430,407:6453,407:6513,6,1
20,shaeds,407:6430,407:6453,407:6513,7,1
20,shaeds,407:6430,407:6453,407:6513,8,1
20,shaeds,407:6430,407:6453,407:6513,9,2
20,shaeds,407:6430,407:6453,407:6513,10,1
20,shaeds,407:6430,407:6453,407:6513,11,1
20,shaeds,407:6430,407:6453,407:6513,12,1
20,shaeds,407:6430,407:6453,407:6513,13,1
20,shaeds,407:6430,407:6453,407:6513,14,1
20,shaeds,407:6430,407:6453,407:6513,15,2
20,shaeds,407:6430,407:6453,407:6513,16,1
20,shaeds,407:6430,407:6453,407:6513,17,1
20,shaeds,407:6430,407:6453,407:6513,18,1
20,shaeds,407:6430,407:6453,407:6513,19,2
20,shaeds,407:6430,407:6453,407:6513,20,4
20,shaeds,407:6430,407:6453,407:6513,21,1
20,shaeds,407:6430,407:6453,407:6513,22,1
20,shaeds,407:6430,407:6453,407:6513,23,1
20,shaeds,407:6430,407:6453,407:6513,24,2
20,shaeds,407:6430,407:6453,407:6513,25,1
20,shaeds,407:6430,407:6453,407:6513,26,1
20,shaeds,407:6430,407:6453,407:6513,27,1
20,shaeds,407:6430,407:6453,407:6513,28,1
20,shaeds,407:6430,407:6453,407:6513,29,1
20,shaeds,407:6430,407:6453,407:6513,30,1
20,shaeds,407:6430,407:6453,407:6513,31,1
20,shaeds,407:6430,407:6453,407:6513,32,1
20,shaeds,407:6430,407:6453,407:6513,33,1
20,shaeds,407:6430,407:6453,407:6513,34,1
20,shaeds,407:6430,407:6453,407:6513,35,1
20,shaeds,407:6430,407:6453,407:6513,36,1
21,shaeds,407:6472,407:6484,407:6430,1,1
21,shaeds,407:6472,407:6484,407:6430,2,1
21,shaeds,407:6472,407:6484,407:6430,3,1
21,shaeds,407:6472,407:6484,407:6430,4,1
21,shaeds,407:6472,407:6484,407:6430,5,1
21,shaeds,407:6472,407:6484,407:6430,6,2
21,shaeds,407:6472,407:6484,407:6430,7,1
21,shaeds,407:6472,407:6484,407:6430,8,2
21,shaeds,407:6472,407:6484,407:6430,9,4
21,shaeds,407:6472,407:6484,407:6430,10,4
21,shaeds,407:6472,407:6484,407:6430,11,1
21,shaeds,407:6472,407:6484,407:6430,12,2
21,shaeds,407:6472,407:6484,407:6430,13,1
21,shaeds,407:6472,407:6484,407:6430,14,1
21,shaeds,407:6472,407:6484,407:6430,15,4
21,shaeds,407:6472,407:6484,407:6430,16,1
21,shaeds,407:6472,407:6484,407:6430,17,1
21,shaeds,407:6472,407:6484,407:6430,18,1
21,shaeds,407:6472,407:6484,407:6430,19,2
21,shaeds,407:6472,407:6484,407:6430,20,4
21,shaeds,407:6472,407:6484,407:6430,21,1
21,shaeds,407:6472,407:6484,407:6430,22,2
21,shaeds,407:6472,407:6484,407:6430,23,2
21,shaeds,407:6472,407:6484,407:6430,24,1
21,shaeds,407:6472,407:6484,407:6430,25,1
21,shaeds,407:6472,407:6484,407:6430,26,1
21,shaeds,407:6472,407:6484,407:6430,27,3
21,shaeds,407:6472,407:6484,407:6430,28,1
21,shaeds,407:6472,407:6484,407:6430,29,1
21,shaeds,407:6472,407:6484,407:6430,30,1
21,shaeds,407:6472,407:6484,407:6430,31,1
21,shaeds,407:6472,407:6484,407:6430,32,1
21,shaeds,407:6472,407:6484,407:6430,33,5
21,shaeds,407:6472,407:6484,407:6430,34,1
21,shaeds,407:6472,407:6484,407:6430,35,1
21,shaeds,407:6472,407:6484,407:6430,36,1
22,shaeds,407:6513,407:6549,407:6491,1,1
22,shaeds,407:6513,407:6549,407:6491,2,1
22,shaeds,407:6513,407:6549,407:6491,3,1
22,shaeds,407:6513,407:6549,407:6491,4,2
22,shaeds,407:6513,407:6549,407:6491,5,1
22,shaeds,407:6513,407:6549,407:6491,6,1
22,shaeds,407:6513,407:6549,407:6491,7,1
22,shaeds,407:6513,407:6549,407:6491,8,1
22,shaeds,407:6513,407:6549,407:6491,9,4
22,shaeds,407:6513,407:6549,407:6491,10,1
22,shaeds,407:6513,407:6549,407:6491,11,1
22,shaeds,407:6513,407:6549,407:6491,12,1
22,shaeds,407:6513,407:6549,407:6491,13,1
22,shaeds,407:6513,407:6549,407:6491,14,3
22,shaeds,407:6513,407:6549,407:6491,15,5
22,shaeds,407:6513,407:6549,407:6491,16,1
22,shaeds,407:6513,407:6549,407:6491,17,1
22,shaeds,407:6513,407:6549,407:6491,18,1
22,shaeds,407:6513,407:6549,407:6491,19,1
22,shaeds,407:6513,407:6549,407:6491,20,3
22,shaeds,407:6513,407:6549,407:6491,21,1
22,shaeds,407:6513,407:6549,407:6491,22,1
22,shaeds,407:6513,407:6549,407:6491,23,1
22,shaeds,407:6513,407:6549,407:6491,24,1
22,shaeds,407:6513,407:6549,407:6491,25,1
22,shaeds,407:6513,407:6549,407:6491,26,1
22,shaeds,407:6513,407:6549,407:6491,27,1
22,shaeds,407:6513,407:6549,407:6491,28,1
22,shaeds,407:6513,407:6549,407:6491,29,1
22,shaeds,407:6513,407:6549,407:6491,30,4
22,shaeds,407:6513,407:6549,407:6491,31,1
22,shaeds,407:6513,407:6549,407:6491,32,1
22,shaeds,407:6513,407:6549,407:6491,33,2
22,shaeds,407:6513,407:6549,407:6491,34,1
22,shaeds,407:6513,407:6549,407:6491,35,1
22,shaeds,407:6513,407:6549,407:6491,36,1
23,shaeds,407:6491,407:6505,407:6472,1,1
23,shaeds,407:6491,407:6505,407:6472,2,2
23,shaeds,407:6491,407:6505,407:6472,3,1
23,shaeds,407:6491,407:6505,407:6472,4,2
23,shaeds,407:6491,407:6505,407:6472,5,1
23,shaeds,407:6491,407:6505,407:6472,6,2
23,shaeds,407:6491,407:6505,407:6472,7,2
23,shaeds,407:6491,407:6505,407:6472,8,3
23,shaeds,407:6491,407:6505,407:6472,9,2
23,shaeds,407:6491,407:6505,407:6472,10,3
23,shaeds,407:6491,407:6505,407:6472,11,3
23,shaeds,407:6491,407:6505,407:6472,12,1
23,shaeds,407:6491,407:6505,407:6472,13,2
23,shaeds,407:6491,407:6505,407:6472,14,3
23,shaeds,407:6491,407:6505,407:6472,15,1
23,shaeds,407:6491,407:6505,407:6472,16,2
23,shaeds,407:6491,407:6505,407:6472,17,3
23,shaeds,407:6491,407:6505,407:6472,18,2
23,shaeds,407:6491,407:6505,407:6472,19,2
23,shaeds,407:6491,407:6505,407:6472,20,4
23,shaeds,407:6491,407:6505,407:6472,21,3
23,shaeds,407:6491,407:6505,407:6472,22,1
23,shaeds,407:6491,407:6505,407:6472,23,4
23,shaeds,407:6491,407:6505,407:6472,24,3
23,shaeds,407:6491,407:6505,407:6472,25,3
23,shaeds,407:6491,407:6505,407:6472,26,1
23,shaeds,407:6491,407:6505,407:6472,27,1
23,shaeds,407:6491,407:6505,407:6472,28,1
23,shaeds,407:6491,407:6505,407:6472,29,1
23,shaeds,407:6491,407:6505,407:6472,30,2
23,shaeds,407:6491,407:6505,407:6472,31,1
23,shaeds,407:6491,407:6505,407:6472,32,3
23,shaeds,407:6491,407:6505,407:6472,33,2
23,shaeds,407:6491,407:6505,407:6472,34,1
23,shaeds,407:6491,407:6505,407:6472,35,2
23,shaeds,407:6491,407:6505,407:6472,36,1
24,shaeds,407:6472,407:6482,407:6430,1,1
24,shaeds,407:6472,407:6482,407:6430,2,1
24,shaeds,407:6472,407:6482,407:6430,3,1
24,shaeds,407:6472,407:6482,407:6430,4,1
24,shaeds,407:6472,407:6482,407:6430,5,1
24,shaeds,407:6472,407:6482,407:6430,6,2
24,shaeds,407:6472,407:6482,407:6430,7,1
24,shaeds,407:6472,407:6482,407:6430,8,3
24,shaeds,407:6472,407:6482,407:6430,9,4
24,shaeds,407:6472,407:6482,407:6430,10,1
24,shaeds,407:6472,407:6482,407:6430,11,1
24,shaeds,407:6472,407:6482,407:6430,12,2
24,shaeds,407:6472,407:6482,407:6430,13,1
24,shaeds,407:6472,407:6482,407:6430,14,1
24,shaeds,407:6472,407:6482,407:6430,15,2
24,shaeds,407:6472,407:6482,407:6430,16,1
24,shaeds,407:6472,407:6482,407:6430,17,1
24,shaeds,407:6472,407:6482,407:6430,18,1
24,shaeds,407:6472,407:6482,407:6430,19,2
24,shaeds,407:6472,407:6482,407:6430,20,5
24,shaeds,407:6472,407:6482,407:6430,21,1
24,shaeds,407:6472,407:6482,407:6430,22,1
24,shaeds,407:6472,407:6482,407:6430,23,2
24,shaeds,407:6472,407:6482,407:6430,24,2
24,shaeds,407:6472,407:6482,407:6430,25,1
24,shaeds,407:6472,407:6482,407:6430,26,1
24,shaeds,407:6472,407:6482,407:6430,27,1
24,shaeds,407:6472,407:6482,407:6430,28,1
24,shaeds,407:6472,407:6482,407:6430,29,1
24,shaeds,407:6472,407:6482,407:6430,30,2
24,shaeds,407:6472,407:6482,407:6430,31,1
24,shaeds,407:6472,407:6482,407:6430,32,1
24,shaeds,407:6472,407:6482,407:6430,33,2
24,shaeds,407:6472,407:6482,407:6430,34,1
24,shaeds,407:6472,407:6482,407:6430,35,1
24,shaeds,407:6472,407:6482,407:6430,36,1
25,shaeds,407:6513,407:6539,407:6472,1,1
25,shaeds,407:6513,407:6539,407:6472,2,1
25,shaeds,407:6513,407:6539,407:6472,3,1
25,shaeds,407:6513,407:6539,407:6472,4,2
25,shaeds,407:6513,407:6539,407:6472,5,1
25,shaeds,407:6513,407:6539,407:6472,6,1
25,shaeds,407:6513,407:6539,407:6472,7,1
25,shaeds,407:6513,407:6539,407:6472,8,1
25,shaeds,407:6513,407:6539,407:6472,9,4
25,shaeds,407:6513,407:6539,407:6472,10,1
25,shaeds,407:6513,407:6539,407:6472,11,1
25,shaeds,407:6513,407:6539,407:6472,12,1
25,shaeds,407:6513,407:6539,407:6472,13,1
25,shaeds,407:6513,407:6539,407:6472,14,1
25,shaeds,407:6513,407:6539,407:6472,15,2
25,shaeds,407:6513,407:6539,407:6472,16,1
25,shaeds,407:6513,407:6539,407:6472,17,1
25,shaeds,407:6513,407:6539,407:6472,18,1
25,shaeds,407:6513,407:6539,407:6472,19,2
25,shaeds,407:6513,407:6539,407:6472,20,5
25,shaeds,407:6513,407:6539,407:6472,21,1
25,shaeds,407:6513,407:6539,407:6472,22,5
25,shaeds,407:6513,407:6539,407:6472,23,1
25,shaeds,407:6513,407:6539,407:6472,24,1
25,shaeds,407:6513,407:6539,407:6472,25,1
25,shaeds,407:6513,407:6539,407:6472,26,1
25,shaeds,407:6513,407:6539,407:6472,27,1
25,shaeds,407:6513,407:6539,407:6472,28,1
25,shaeds,407:6513,407:6539,407:6472,29,1
25,shaeds,407:6513,407:6539,407:6472,30,4
25,shaeds,407:6513,407:6539,407:6472,31,1
25,shaeds,407:6513,407:6539,407:6472,32,1
25,shaeds,407:6513,407:6539,407:6472,33,1
25,shaeds,407:6513,407:6539,407:6472,34,1
25,shaeds,407:6513,407:6539,407:6472,35,1
25,shaeds,407:6513,407:6539,407:6472,36,1
1,monet,407:7751,407:7781,407:7974,1,4
1,monet,407:7751,407:7781,407:7974,2,5
1,monet,407:7751,407:7781,407:7974,3,5
1,monet,407:7751,407:7781,407:7974,4,5
1,monet,407:7751,407:7781,407:7974,5,5
1,monet,407:7751,407:7781,407:7974,6,5
1,monet,407:7751,407:7781,407:7974,7,5
1,monet,407:7751,407:7781,407:7974,8,3
1,monet,407:7751,407:7781,407:7974,9,4
1,monet,407:7751,407:7781,407:7974,10,4
1,monet,407:7751,407:7781,407:7974,11,5
1,monet,407:7751,407:7781,407:7974,12,2
1,monet,407:7751,407:7781,407:7974,13,2
1,monet,407:7751,407:7781,407:7974,14,2
1,monet,407:7751,407:7781,407:7974,15,4
1,monet,407:7751,407:7781,407:7974,16,5
1,monet,407:7751,407:7781,407:7974,17,1
1,monet,407:7751,407:7781,407:7974,18,5
1,monet,407:7751,407:7781,407:7974,19,3
1,monet,407:7751,407:7781,407:7974,20,5
1,monet,407:7751,407:7781,407:7974,21,4
1,monet,407:7751,407:7781,407:7974,22,5
1,monet,407:7751,407:7781,407:7974,23,4
1,monet,407:7751,407:7781,407:7974,24,5
1,monet,407:7751,407:7781,407:7974,25,1
1,monet,407:7751,407:7781,407:7974,26,1
1,monet,407:7751,407:7781,407:7974,27,3
1,monet,407:7751,407:7781,407:7974,28,5
1,monet,407:7751,407:7781,407:7974,29,5
1,monet,407:7751,407:7781,407:7974,30,5
1,monet,407:7751,407:7781,407:7974,31,4
1,monet,407:7751,407:7781,407:7974,32,5
1,monet,407:7751,407:7781,407:7974,33,5
1,monet,407:7751,407:7781,407:7974,34,5
1,monet,407:7751,407:7781,407:7974,35,5
1,monet,407:7751,407:7781,407:7974,36,5
2,monet,407:7751,407:7787,407:7910,1,5
2,monet,407:7751,407:7787,407:7910,2,5
2,monet,407:7751,407:7787,407:7910,3,5
2,monet,407:7751,407:7787,407:7910,4,5
2,monet,407:7751,407:7787,407:7910,5,3
2,monet,407:7751,407:7787,407:7910,6,5
2,monet,407:7751,407:7787,407:7910,7,5
2,monet,407:7751,407:7787,407:7910,8,5
2,monet,407:7751,407:7787,407:7910,9,4
2,monet,407:7751,407:7787,407:7910,10,5
2,monet,407:7751,407:7787,407:7910,11,5
2,monet,407:7751,407:7787,407:7910,12,5
2,monet,407:7751,407:7787,407:7910,13,5
2,monet,407:7751,407:7787,407:7910,14,5
2,monet,407:7751,407:7787,407:7910,15,5
2,monet,407:7751,407:7787,407:7910,16,5
2,monet,407:7751,407:7787,407:7910,17,5
2,monet,407:7751,407:7787,407:7910,18,5
2,monet,407:7751,407:7787,407:7910,19,3
2,monet,407:7751,407:7787,407:7910,20,3
2,monet,407:7751,407:7787,407:7910,21,4
2,monet,407:7751,407:7787,407:7910,22,5
2,monet,407:7751,407:7787,407:7910,23,5
2,monet,407:7751,407:7787,407:7910,24,5
2,monet,407:7751,407:7787,407:7910,25,5
2,monet,407:7751,407:7787,407:7910,26,5
2,monet,407:7751,407:7787,407:7910,27,5
2,monet,407:7751,407:7787,407:7910,28,3
2,monet,407:7751,407:7787,407:7910,29,5
2,monet,407:7751,407:7787,407:7910,30,5
2,monet,407:7751,407:7787,407:7910,31,5
2,monet,407:7751,407:7787,407:7910,32,5
2,monet,407:7751,407:7787,407:7910,33,5
2,monet,407:7751,407:7787,407:7910,34,5
2,monet,407:7751,407:7787,407:7910,35,5
2,monet,407:7751,407:7787,407:7910,36,5
3,monet,407:7910,407:7912,407:7751,1,5
3,monet,407:7910,407:7912,407:7751,2,5
3,monet,407:7910,407:7912,407:7751,3,5
3,monet,407:7910,407:7912,407:7751,4,5
3,monet,407:7910,407:7912,407:7751,5,4
3,monet,407:7910,407:7912,407:7751,6,5
3,monet,407:7910,407:7912,407:7751,7,5
3,monet,407:7910,407:7912,407:7751,8,5
3,monet,407:7910,407:7912,407:7751,9,4
3,monet,407:7910,407:7912,407:7751,10,4
3,monet,407:7910,407:7912,407:7751,11,5
3,monet,407:7910,407:7912,407:7751,12,3
3,monet,407:7910,407:7912,407:7751,13,4
3,monet,407:7910,407:7912,407:7751,14,4
3,monet,407:7910,407:7912,407:7751,15,4
3,monet,407:7910,407:7912,407:7751,16,5
3,monet,407:7910,407:7912,407:7751,17,5
3,monet,407:7910,407:7912,407:7751,18,5
3,monet,407:7910,407:7912,407:7751,19,2
3,monet,407:7910,407:7912,407:7751,20,4
3,monet,407:7910,407:7912,407:7751,21,2
3,monet,407:7910,407:7912,407:7751,22,5
3,monet,407:7910,407:7912,407:7751,23,5
3,monet,407:7910,407:7912,407:7751,24,5
3,monet,407:7910,407:7912,407:7751,25,5
3,monet,407:7910,407:7912,407:7751,26,5
3,monet,407:7910,407:7912,407:7751,27,4
3,monet,407:7910,407:7912,407:7751,28,5
3,monet,407:7910,407:7912,407:7751,29,1
3,monet,407:7910,407:7912,407:7751,30,5
3,monet,407:7910,407:7912,407:7751,31,5
3,monet,407:7910,407:7912,407:7751,32,5
3,monet,407:7910,407:7912,407:7751,33,5
3,monet,407:7910,407:7912,407:7751,34,5
3,monet,407:7910,407:7912,407:7751,35,5
3,monet,407:7910,407:7912,407:7751,36,5
4,monet,407:7910,407:7937,407:7815,1,5
4,monet,407:7910,407:7937,407:7815,2,5
4,monet,407:7910,407:7937,407:7815,3,3
4,monet,407:7910,407:7937,407:7815,4,5
4,monet,407:7910,407:7937,407:7815,5,2
4,monet,407:7910,407:7937,407:7815,6,5
4,monet,407:7910,407:7937,407:7815,7,5
4,monet,407:7910,407:7937,407:7815,8,5
4,monet,407:7910,407:7937,407:7815,9,2
4,monet,407:7910,407:7937,407:7815,10,5
4,monet,407:7910,407:7937,407:7815,11,5
4,monet,407:7910,407:7937,407:7815,12,3
4,monet,407:7910,407:7937,407:7815,13,5
4,monet,407:7910,407:7937,407:7815,14,4
4,monet,407:7910,407:7937,407:7815,15,5
4,monet,407:7910,407:7937,407:7815,16,5
4,monet,407:7910,407:7937,407:7815,17,5
4,monet,407:7910,407:7937,407:7815,18,5
4,monet,407:7910,407:7937,407:7815,19,3
4,monet,407:7910,407:7937,407:7815,20,2
4,monet,407:7910,407:7937,407:7815,21,5
4,monet,407:7910,407:7937,407:7815,22,5
4,monet,407:7910,407:7937,407:7815,23,5
4,monet,407:7910,407:7937,407:7815,24,5
4,monet,407:7910,407:7937,407:7815,25,5
4,monet,407:7910,407:7937,407:7815,26,2
4,monet,407:7910,407:7937,407:7815,27,5
4,monet,407:7910,407:7937,407:7815,28,2
4,monet,407:7910,407:7937,407:7815,29,5
4,monet,407:7910,407:7937,407:7815,30,5
4,monet,407:7910,407:7937,407:7815,31,3
4,monet,407:7910,407:7937,407:7815,32,5
4,monet,407:7910,407:7937,407:7815,33,5
4,monet,407:7910,407:7937,407:7815,34,5
4,monet,407:7910,407:7937,407:7815,35,3
4,monet,407:7910,407:7937,407:7815,36,5
5,monet,407:7815,407:7817,407:7910,1,4
5,monet,407:7815,407:7817,407:7910,2,5
5,monet,407:7815,407:7817,407:7910,3,1
5,monet,407:7815,407:7817,407:7910,4,5
5,monet,407:7815,407:7817,407:7910,5,3
5,monet,407:7815,407:7817,407:7910,6,5
5,monet,407:7815,407:7817,407:7910,7,5
5,monet,407:7815,407:7817,407:7910,8,4
5,monet,407:7815,407:7817,407:7910,9,2
5,monet,407:7815,407:7817,407:7910,10,4
5,monet,407:7815,407:7817,407:7910,11,5
5,monet,407:7815,407:7817,407:7910,12,1
5,monet,407:7815,407:7817,407:7910,13,1
5,monet,407:7815,407:7817,407:7910,14,4
5,monet,407:7815,407:7817,407:7910,15,4
5,monet,407:7815,407:7817,407:7910,16,4
5,monet,407:7815,407:7817,407:7910,17,3
5,monet,407:7815,407:7817,407:7910,18,5
5,monet,407:7815,407:7817,407:7910,19,3
5,monet,407:7815,407:7817,407:7910,20,3
5,monet,407:7815,407:7817,407:7910,21,3
5,monet,407:7815,407:7817,407:7910,22,1
5,monet,407:7815,407:7817,407:7910,23,2
5,monet,407:7815,407:7817,407:7910,24,5
5,monet,407:7815,407:7817,407:7910,25,1
5,monet,407:7815,407:7817,407:7910,26,1
5,monet,407:7815,407:7817,407:7910,27,1
5,monet,407:7815,407:7817,407:7910,28,5
5,monet,407:7815,407:7817,407:7910,29,1
5,monet,407:7815,407:7817,407:7910,30,5
5,monet,407:7815,407:7817,407:7910,31,1
5,monet,407:7815,407:7817,407:7910,32,1
5,monet,407:7815,407:7817,407:7910,33,4
5,monet,407:7815,407:7817,407:7910,34,5
5,monet,407:7815,407:7817,407:7910,35,2
5,monet,407:7815,407:7817,407:7910,36,2
6,monet,407:7815,407:7853,407:7910,1,3
6,monet,407:7815,407:7853,407:7910,2,5
6,monet,407:7815,407:7853,407:7910,3,1
6,monet,407:7815,407:7853,407:7910,4,4
6,monet,407:7815,407:7853,407:7910,5,5
6,monet,407:7815,407:7853,407:7910,6,5
